Country/Territory,1970,1980,1990,2000,2010,2015,2020,2022
Slovenia,0.001741286,0.00190157,0.001986024,0.001984339,0.002057286,0.002080862,0.002117641,0.002119844
Guinea-Bissau,0.000591663,0.000831462,0.000973551,0.001230849,0.00156722,0.001788919,0.002015828,0.002105566
North Macedonia,0.001656783,0.001907023,0.002044174,0.002037936,0.002093828,0.002107962,0.002111072,0.002093599
Latvia,0.002397414,0.002572037,0.002689391,0.00239253,0.00210153,0.001991955,0.001897052,0.001850651
Equatorial Guinea,0.000316955,0.000282509,0.000465549,0.000684977,0.001094524,0.001346973,0.001596049,0.001674908
Trinidad and Tobago,0.00098889,0.001127852,0.001266518,0.001332203,0.001410296,0.001460177,0.001518147,0.001531044
Bahrain,0.000222555,0.000362595,0.000517418,0.000711442,0.001213645,0.001362142,0.001477469,0.001472233
Timor-Leste,0.000554021,0.000642224,0.000758106,0.00087836,0.001088486,0.001205813,0.001299995,0.001341296
Estonia,0.001361999,0.001476983,0.001570674,0.001396877,0.001331535,0.001314657,0.001329444,0.001326062
Mauritius,0.000830115,0.000954865,0.00109029,0.00121593,0.00128333,0.001293153,0.001297828,0.001299469
Cyprus,0.000640804,0.000679327,0.0007885,0.000948237,0.001129686,0.00118728,0.001237537,0.001251488
Eswatini,0.000442865,0.000598564,0.000854011,0.001030496,0.00109992,0.001133936,0.001180655,0.00120167
Djibouti,0.000144379,0.000324121,0.000577173,0.000742033,0.000919199,0.001006259,0.001090156,0.001120849
Reunion,0.000473925,0.000551674,0.000658992,0.000785424,0.00089013,0.000922495,0.000957822,0.000974052
Fiji,0.000527634,0.000644582,0.00078043,0.000832509,0.000905169,0.0009172,0.000920422,0.000929766
Comoros,0.000242351,0.000328328,0.000431119,0.000536758,0.000656024,0.000730216,0.000806166,0.000836774
Guyana,0.000705261,0.000778176,0.000747116,0.000759051,0.000747932,0.000755031,0.000797202,0.000808726
Bhutan,0.000298894,0.000415257,0.000558442,0.000587207,0.000705516,0.000743274,0.000772506,0.000782455
Solomon Islands,0.000172833,0.000233668,0.000324171,0.000429978,0.000540394,0.00061266,0.000691191,0.000724273
Macau,0.000247284,0.000245332,0.000350227,0.000431896,0.000557297,0.000615239,0.000676283,0.000695168
Luxembourg,0.000339342,0.000363741,0.000381267,0.000435628,0.00050707,0.000569408,0.000630399,0.000647599
Montenegro,0.000530268,0.000589324,0.000621442,0.000633324,0.000631044,0.000633966,0.000629048,0.000627082
Suriname,0.000379918,0.000375112,0.000412756,0.000478998,0.00054608,0.000575475,0.000607065,0.00061804
Cape Verde,0.000287262,0.000317234,0.000364563,0.000458251,0.000521212,0.000552166,0.00058264,0.000593149
Western Sahara,0.000076371,0.000116775,0.000178529,0.000270375,0.000413296,0.000491824,0.000556048,0.000575986
Malta,0.000315414,0.000333587,0.000365392,0.000399212,0.000418755,0.000456579,0.000515357,0.000533286
Maldives,0.000123243,0.000164887,0.000224957,0.000282507,0.000361575,0.000435582,0.000514438,0.000523787
Brunei,0.000133343,0.000187921,0.000261928,0.000333926,0.000396053,0.000421437,0.000441725,0.000449002
Bahamas,0.000179129,0.000223752,0.000270679,0.000325014,0.000373272,0.000392697,0.000406471,0.000409984
Belize,0.000120905,0.000145133,0.000182589,0.000240406,0.000322106,0.000359871,0.000394921,0.000405272
Guadeloupe,0.00031831,0.000334234,0.000391951,0.000424067,0.000403072,0.000399089,0.000395642,0.000395752
Iceland,0.000204468,0.000228263,0.000255019,0.000281462,0.000318333,0.00033106,0.000366669,0.000372899
Martinique,0.000326428,0.000333786,0.000374271,0.000432543,0.000392181,0.000383515,0.000370391,0.000367507
Vanuatu,0.000087019,0.000118156,0.000150882,0.000192074,0.000245453,0.000276438,0.000311685,0.00032674
Mayotte,0.000035383,0.000052233,0.000092659,0.000159215,0.000211786,0.000249545,0.000305587,0.000326101
French Polynesia,0.000117891,0.000163591,0.000211089,0.000250927,0.000283788,0.000291787,0.00030192,0.000306279
French Guiana,0.000046484,0.000066825,0.000113931,0.000164351,0.000228453,0.000257026,0.000290969,0.000304557
New Caledonia,0.000110982,0.000148599,0.000177264,0.000221537,0.000261426,0.000283032,0.000286403,0.00028995
Barbados,0.000241397,0.000253575,0.000258868,0.000264657,0.000274711,0.000278083,0.000280693,0.000281635
Sao Tome and Principe,0.000077583,0.00009721,0.000120343,0.000143714,0.000182138,0.000201124,0.000218641,0.00022738
Samoa,0.000142771,0.000164905,0.000168186,0.000184008,0.000194672,0.000203571,0.000214929,0.000222382
Curacao,0.000150385,0.000156851,0.000155446,0.000141424,0.00015938,0.000169572,0.000189288,0.000191163
Saint Lucia,0.00010309,0.000121633,0.000142301,0.0001595,0.000170935,0.000175623,0.000179237,0.000179857
Guam,0.0000883,0.000110286,0.000138263,0.000160188,0.000164905,0.000167978,0.000169231,0.000171774
Kiribati,0.000057437,0.000060813,0.000075124,0.000088826,0.000107995,0.000116707,0.000126463,0.000131232
Grenada,0.000098794,0.000094838,0.000099047,0.000107432,0.000114039,0.00011898,0.000123663,0.000125438
Micronesia,0.000058989,0.000076299,0.000098603,0.000111709,0.000107588,0.000109462,0.000112106,0.000114164
Jersey,0.000068347,0.000075124,0.000082874,0.000086192,0.000096151,0.000100561,0.000108319,0.000110778
Seychelles,0.000054379,0.00006529,0.000071057,0.00008006,0.000092409,0.00009924,0.00010553,0.000107118
Tonga,0.000086484,0.000096708,0.000098727,0.000102603,0.000107383,0.000106122,0.000105254,0.000106858
Aruba,0.000059106,0.000062267,0.000065712,0.000089101,0.000100341,0.000104257,0.000106585,0.000106445
Saint Vincent and the Grenadines,0.000098459,0.00010748,0.000112487,0.000113813,0.000109308,0.000106482,0.000104632,0.000103948
United States Virgin Islands,0.000063446,0.00009664,0.000100685,0.000108185,0.000106142,0.000102803,0.000100442,0.000099465
Antigua and Barbuda,0.000064516,0.000064888,0.000063328,0.000075055,0.000085695,0.000089941,0.000092664,0.000093763
Isle of Man,0.000055298,0.000064022,0.000068865,0.000075562,0.000083828,0.000083593,0.000084046,0.000084519
Andorra,0.00001986,0.000035611,0.000053569,0.000066097,0.000071519,0.000071746,0.0000777,0.000079824
Dominica,0.000068895,0.000072978,0.000069481,0.000068346,0.000068755,0.000070007,0.000071995,0.000072737
Cayman Islands,0.000010533,0.0000171,0.000026027,0.000039658,0.000054074,0.000060911,0.000067311,0.000068706
Bermuda,0.000052019,0.000053565,0.00005747,0.000061371,0.000063447,0.000063144,0.000064031,0.000064184
Guernsey,0.000052656,0.00005286,0.000057727,0.000059114,0.000060782,0.000061629,0.000062794,0.000063301
Greenland,0.000045434,0.000050106,0.000055599,0.000056184,0.000056351,0.000055895,0.000056026,0.000056466
Faroe Islands,0.000038416,0.000043054,0.000047479,0.00004566,0.00004841,0.000048816,0.000052415,0.00005309
Northern Mariana Islands,0.000010143,0.000017613,0.000048002,0.000080338,0.000054087,0.000051514,0.000049587,0.000049551
